,Latin Name,Common Name,Family,USDA hardiness,Known Hazards,Habitats,Range,Edibility Rating,Other Uses,Weed Potential,Medicinal Rating,Care (info),Plant Images,Summary,Physical Characteristics,Synonyms,Plant Habitats,Edible Uses Description,Medicinal Uses,Medicinal Uses Description,Other Uses,Other Uses Description,Cultivation Details,Cultivation Details Description,Plant Propagation,Other Names,Native Plant Search,Found In,Weed Potencial Description
0,Acalypha australis,Asian copperleaf,Euphorbiaceae,Coming soon,None known,"Waste places and cultivated fields in lowland areas all over Japan[58]. Disturbed habitats such as cultivated fields, roadsides and riverbanks[275].","E. Asia - China, Japan.",(0 of 5),(0 of 5),No,(1 of 5),"Moist Soil,Semi-shade,Full sun","https://pfaf.org/../Admin/PlantImages/AcalyphaAustralis2.jpg, https://pfaf.org/../Admin/PlantImages/AcalyphaAustralis.jpg",,"Acalypha australis is a ANNUAL growing to 0.5 m (1ft 8in).  It is in flower from July to November. The species is monoecious (individual flowers are either male or female, but both sexes can be found on the same plant).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",A. chinensis. A. pauciflora. A. virgata. Thunb. non L.,Cultivated Beds;,None known,"Depurative: Eliminates toxins and purifies the system, especially the blood.,Febrifuge: Reduces fevers.,Vulnerary: Promotes the healing of wounds.","Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Depurative  Febrifuge  VulneraryFebrifuge, detoxifies, vulnerary[147].",,None known,,,,If available other names are mentioned here,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",Countries where the plant has been found are listed here if the information is available,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
