,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Mirabilis expansa,Mauka,Perennial,1.0,-,,LMH,N,M,3,0,,Mirabilis multiflora
1,Mirabilis jalapa,"Marvel Of Peru, Miracle Flower of Peru, Four O'Clock",Perennial,0.6,7-10,F,LMH,SN,M,2,2,1.0,Mirabilis multiflora
2,Mirabilis nyctaginea,"Wild Four O'clock Plant, Heartleaf four o'clock",Perennial,1.0,7-10,,LMH,SN,M,0,2,0.0,Mirabilis multiflora
