,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Guibourtia coleosperma,"Bushman bean, Large false mopane",Tree,20.0,10-12,S,LM,N,M,2,2,2,Guibourtia tessmannii
1,Guibourtia copallifera,"Kobo Tree, Sierra Leone gum copal",Tree,20.0,10-12,S,LM,N,M,0,1,4,Guibourtia tessmannii
2,Guibourtia demeusei,African Rosewood,Tree,25.0,10-12,S,LMH,N,MWe,0,0,4,Guibourtia tessmannii
