,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Lewisia columbiana,"Columbian Bitterroot, Columbian lewisia, Wallowa lewisia",Perennial,0.2,4-8,S,LM,SN,M,2,0,,Lewisia brachycalyx
1,Lewisia pygmaea,"Pigmy Bitterroot, Alpine lewisia",Perennial,0.1,3-7,,LM,N,M,2,0,,Lewisia brachycalyx
