,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Thalictrum actaeifolium,,Perennial,0.6,-,,LMH,SN,M,1,0,,Thalictrum collinum
1,Thalictrum aquilegiifolium,,Perennial,1.0,5-9,,LMH,SN,M,1,1,,Thalictrum collinum
2,Thalictrum foliolosum,,Perennial,2.5,-,,LMH,SN,M,0,2,,Thalictrum collinum
3,Thalictrum minus,Lesser Meadow Rue,Perennial,1.5,5-9,,LMH,SN,M,1,1,2.0,Thalictrum collinum
4,Thalictrum polycarpum,Meadowrue,Perennial,1.8,-,,LMH,SN,M,0,1,1.0,Thalictrum collinum
