,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Phyteuma japonicum,,Perennial,1.0,-,,LMH,SN,M,2,0,,Phyteuma orbiculare
1,Phyteuma spicatum,Spiked Rampion,Perennial,0.7,-,,LMH,SN,M,2,0,,Phyteuma orbiculare
