,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Peltogyne paniculata,"Purpleheart, pau-roxo, amaranttrad",Tree,30.0,10-12,M,MH,N,DM,0,1,4,Peltogyne floribunda
1,Peltogyne purpurea,"Purpleheart, Amaranth, Nazareno",Tree,30.0,10-12,M,LMH,N,DM,0,0,4,Peltogyne floribunda
