,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Corydalis ambigua,,Perennial,0.2,5-9,,LM,S,M,1,3,,Corydalis incisa
1,Corydalis aurea,Scrambled Eggs,Annual/Biennial,0.5,5-9,,LM,S,M,0,2,,Corydalis incisa
2,Corydalis cava,,Perennial,0.2,5-9,,LM,S,M,0,3,,Corydalis incisa
3,Corydalis edulis,,Perennial,0.0,-,,LM,S,M,1,0,,Corydalis incisa
4,Corydalis falconeri,,Perennial,0.0,-,,LM,S,M,0,0,1.0,Corydalis incisa
5,Corydalis govaniana,,Perennial,0.0,-,,LM,SN,M,0,2,,Corydalis incisa
6,Corydalis intermedia,,Perennial,0.2,-,,LM,S,M,0,1,,Corydalis incisa
7,Corydalis juncea,,Perennial,0.0,-,,LM,SN,M,1,0,,Corydalis incisa
8,Corydalis ochotensis,,Biennial,1.0,-,,LM,SN,M,1,0,,Corydalis incisa
9,Corydalis pallida,,Biennial,0.3,-,,LM,SN,M,1,0,,Corydalis incisa
10,Corydalis solida,"Fumewort, Spring fumewort",Perennial,0.2,5-9,,LM,S,M,1,3,,Corydalis incisa
11,Corydalis ternata,Three-Leaf Corydalis,Perennial,0.2,-,,LM,SN,M,0,2,,Corydalis incisa
12,Corydalis vaginans,,Annual/Biennial,0.0,4-8,,LM,SN,M,0,1,,Corydalis incisa
