,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Nigella arvensis,Wild Fennel,Annual,0.3,-,,LMH,N,DM,2,0,,Nigella damascena
1,Nigella orientalis,Yellow Fennel Flower,Annual,0.3,-,,LMH,N,DM,2,0,,Nigella damascena
