,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Callicarpa americana,"American Beautyberry, Beautyberry, French Mulberry, American Beautyberry",Shrub,1.8,7-10,S,M,SN,M,2,2,,Callicarpa japonica
1,Callicarpa macrophylla,,Shrub,2.5,8-11,,LMH,SN,M,1,2,2.0,Callicarpa japonica
2,Callicarpa mollis,,Shrub,2.4,7-10,,M,N,M,1,0,,Callicarpa japonica
