,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Lavandula angustifolia,"English Lavender, True Lavender",Shrub,1.2,5-8,S,LMH,N,DM,2,3,5,Lavandula latifolia
1,Lavandula dentata,,Shrub,1.0,8-11,,LMH,N,DM,0,1,3,Lavandula latifolia
2,Lavandula stoechas,French Lavender,Shrub,0.8,7-10,,LMH,N,DM,0,2,4,Lavandula latifolia
