,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Camellia biflora,,Shrub,9.0,-,,LM,SN,M,2,0,,Camellia sasanqua
1,Camellia chekiangoleosa,Camellia,Shrub,6.0,7-10,,LM,SN,M,2,0,,Camellia sasanqua
2,Camellia gracilis,Camellia,Shrub,4.0,-,,LM,SN,M,2,0,,Camellia sasanqua
3,Camellia japonica,"Camellia, Common Camellia, Japanese Camellia",Shrub,10.0,7-9,S,LM,FSN,M,3,2,2.0,Camellia sasanqua
4,Camellia kissi,,Shrub,12.0,7-10,,LM,SN,M,2,2,,Camellia sasanqua
5,Camellia oleifera,"Tea-Oil Plant, Tea Oil Camellia",Shrub,4.0,6-9,S,LM,SN,M,2,2,2.0,Camellia sasanqua
6,Camellia pitardii,,Shrub,7.0,7-10,,LM,SN,M,2,0,,Camellia sasanqua
7,Camellia polyodonta,,Shrub,4.5,7-10,,LM,SN,M,2,0,,Camellia sasanqua
8,Camellia reticulata,To-tsubaki,Shrub,10.0,7-10,,LM,SN,M,3,0,1.0,Camellia sasanqua
9,Camellia semiserrata,,Shrub,12.0,7-10,,LM,SN,M,2,0,,Camellia sasanqua
10,Camellia sinensis,"Tea Plant, Assam tea, Tea Tree Camellia",Shrub,4.0,7-9,S,LM,S,M,4,4,3.0,Camellia sasanqua
11,Camellia sinensis assamica,"Tea Plant, Assam Tea",Shrub,10.0,8-10,S,LMH,SN,M,4,4,3.0,Camellia sasanqua
12,Camellia yunnanensis,,Shrub,3.6,7-10,,LM,SN,M,2,0,,Camellia sasanqua
