,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Cardiocrinum cordatum,,Bulb,1.8,6-9,,LMH,S,M,2,0,,Crinum asiaticum
1,Cardiocrinum giganteum,,Bulb,1.8,6-9,,LMH,S,M,0,1,1.0,Crinum asiaticum
2,Crinum bulbispermum,Hardy swamplily,Bulb,1.0,5-9,,LM,N,M,1,0,,Crinum asiaticum
3,Crinum flaccidum,Murray Lily,Bulb,0.6,9-11,,LM,N,M,2,0,,Crinum asiaticum
