,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Liriope muscari,"Lilyturf, Big blue lilyturf, Border Grass, Blue Lilyturf, Liriope",Perennial,0.3,5-10,S,LM,SN,DM,2,1,2,Muscari botryoides
1,Muscari comosum,"Tassel Hyacinth, Tassel grape hyacinth",Bulb,0.5,4-8,,LMH,SN,DM,3,1,2,Muscari botryoides
