,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Fragaria,"Strawberry, Beach strawberry, Pacific beach strawberry, Sandwich beach strawberry, Virginia strawber",Perennial,0.2,4-8,,LMH,SN,M,3,0,3.0,Fragaria vesca 'Semperflorens'
1,Fragaria bracteata,Woodland Strawberry,Perennial,0.3,-,,LMH,SN,M,2,0,,Fragaria vesca 'Semperflorens'
2,Fragaria californica,Californian Strawberry,Perennial,0.3,0-0,,LMH,SN,M,2,1,0.0,Fragaria vesca 'Semperflorens'
3,Fragaria chiloensis,"Beach Strawberry, Pacific beach strawberry, Sandwich beach strawberry",Perennial,0.3,4-10,,LMH,SN,M,3,1,3.0,Fragaria vesca 'Semperflorens'
4,Fragaria daltoniana,,Perennial,0.3,-,,LMH,SN,M,2,1,3.0,Fragaria vesca 'Semperflorens'
5,Fragaria iinumae,Strawberry,Perennial,0.3,-,,LMH,SN,M,2,0,,Fragaria vesca 'Semperflorens'
6,Fragaria moschata,Hautbois Strawberry,Perennial,0.5,5-9,,LMH,SN,M,3,0,2.0,Fragaria vesca 'Semperflorens'
7,Fragaria nilgerrensis,,Perennial,0.2,-,,LMH,SN,M,2,0,,Fragaria vesca 'Semperflorens'
8,Fragaria nipponica,,Perennial,0.3,-,,LMH,SN,M,2,0,,Fragaria vesca 'Semperflorens'
9,Fragaria nubicola,Indian Strawberry,Perennial,0.2,5-9,,LMH,SN,M,2,1,,Fragaria vesca 'Semperflorens'
10,Fragaria orientalis,,Perennial,0.2,-,,LMH,SN,M,3,0,,Fragaria vesca 'Semperflorens'
11,Fragaria ovalis,Rocky Mountain Strawberry,Perennial,0.2,-,,LMH,SN,M,3,0,,Fragaria vesca 'Semperflorens'
12,Fragaria vesca,"Wild Strawberry, Woodland strawberry, California strawberry",Perennial,0.3,4-8,,LMH,SN,M,3,3,3.0,Fragaria vesca 'Semperflorens'
13,Fragaria virginiana,"Scarlet Strawberry, Virginia strawberry",Perennial,0.3,3-7,,LMH,SN,M,3,2,2.0,Fragaria vesca 'Semperflorens'
14,Fragaria viridis,Green Strawberry,Perennial,0.3,5-9,,LMH,SN,M,3,0,3.0,Fragaria vesca 'Semperflorens'
