,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Jasminum grandiflorum,Jasmin,Climber,2.5,10-12,S,LMH,SN,M,3,3,4,Jasminum humile
1,Jasminum nudiflorum,"Winter-Flowering Jasmin, Winter jasmine",Shrub,3.6,6-11,M,LMH,FSN,M,0,1,3,Jasminum humile
2,Jasminum odoratissimum,,Shrub,0.0,8-11,,LMH,SN,M,1,0,2,Jasminum humile
3,Jasminum officinale,"Jessamine, Poet's jasmine",Climber,10.0,6-9,F,LMH,SN,M,2,2,2,Jasminum humile
