,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Arnica angustifolia alpina,Mountain Tobacco,Perennial,0.5,3-7,,LMH,SN,M,0,3,1.0,Arnica cordifolia
1,Arnica diversifolia,Rayless arnica,Perennial,0.3,0-0,,LMH,SN,M,0,1,1.0,Arnica cordifolia
2,Arnica fulgens,"Hillside Arnica, Foothill arnica",Perennial,0.6,4-8,,LMH,SN,M,0,2,,Arnica cordifolia
3,Arnica montana,"Arnica, Mountain arnica",Perennial,0.3,5-9,,LMH,SN,M,0,3,,Arnica cordifolia
