,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Heuchera americana,"Rock Geranium, American alumroot, Alumroot, Coral Bells, Rock Geranium",Perennial,0.5,4-9,M,LM,SN,M,0,3,2,Heuchera micrantha
1,Heuchera cylindrica,"Alum Root, Roundleaf alumroot, Alpine alumroot, Beautiful alumroot, Poker alumroot",Perennial,0.5,4-8,,LM,SN,M,1,2,3,Heuchera micrantha
2,Heuchera diversifolia,"Alum Root, Crevice alumroot",Perennial,0.6,4-8,,LM,SN,M,1,1,3,Heuchera micrantha
3,Heuchera glabra,Alpine Heuchera,Perennial,0.6,4-8,,LM,SN,M,1,1,3,Heuchera micrantha
4,Heuchera sanguinea,"Alum Root, Coralbells, Crimson Bells",Perennial,0.5,4-10,M,LM,SN,M,0,0,3,Heuchera micrantha
