,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Mimulus guttatus,"Yellow Monkey Flower, Seep monkeyflower",Perennial,0.6,5-9,,LMH,SN,MWeWa,2,2,,Mimulus geyeri
1,Mimulus lewisii,"Great Purple Monkey Flower, Purple monkeyflower",Perennial,0.6,4-8,,LMH,SN,MWeWa,2,1,,Mimulus geyeri
2,Mimulus luteus,"Monkey Musk, Yellow monkey-flower",Perennial,0.3,6-9,,LMH,SN,MWe,2,0,,Mimulus geyeri
