,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Phellodendron amurense sachalinense,,Tree,12.0,3-7,,LMH,N,M,0,0,3.0,Phellodendron amurense
1,Phellodendron chinense,Chinese Cork Tree,Tree,10.0,4-8,,LMH,N,M,0,3,,Phellodendron amurense
