,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Trigonella caerulea,"Sweet Trefoil, Blue fenugreek",Annual,0.6,0-0,,LMH,N,M,1,0,,Trigonella foenum-graecum - L.
1,Trigonella corniculata,cultivated fenugreek,Annual,0.6,-,,LMH,N,DM,1,1,,Trigonella foenum-graecum - L.
