,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Cephalotaxus harringtonia,Japanese Plum Yew,Shrub,5.0,6-9,S,LMH,FS,M,5,0,3.0,Cephalotaxus fortunei
1,Cephalotaxus harringtonia drupacea,Japanese Plum Yew,Shrub,5.0,6-9,S,LMH,FS,M,5,0,3.0,Cephalotaxus fortunei
2,Cephalotaxus harringtonia koreana,Korean Plum Yew,Shrub,1.5,6-9,S,LMH,FS,M,5,0,3.0,Cephalotaxus fortunei
3,Cephalotaxus harringtonia nana,Japanese Plum Yew,Shrub,2.0,6-9,S,LMH,FS,M,5,0,3.0,Cephalotaxus fortunei
4,Cephalotaxus lanceolata,Yunnan Plum Yew,Shrub,8.0,7-10,S,LMH,FSN,M,4,0,2.0,Cephalotaxus fortunei
5,Cephalotaxus oliveri,,Shrub,3.0,7-10,S,LMH,FSN,M,3,0,4.0,Cephalotaxus fortunei
6,Cephalotaxus sinensis,Chinese Plum Yew,Shrub,5.0,6-9,S,LMH,FS,M,4,1,3.0,Cephalotaxus fortunei
