,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Allocasuarina littoralis,"Black She Oak, Bull Oak, Wayetuck",Tree,8.0,9-11,F,LMH,N,M,1,0,4,Casuarina torulosa
1,Casuarina cristata,Belah,Tree,12.0,8-11,F,LMH,N,DM,0,0,3,Casuarina torulosa
2,Casuarina cunninghamiana,River She-Oak,Tree,18.0,8-11,,LMH,N,DM,0,0,5,Casuarina torulosa
3,Casuarina equisetifolia,"She Oak, Common Ru, Australian Pine, Horsetail Casuarina",Tree,30.0,9-12,F,LMH,SN,DM,1,2,5,Casuarina torulosa
4,Casuarina glauca,"Swamp Oak, Gray sheoak",Tree,18.0,8-11,,LM,N,DM,1,0,3,Casuarina torulosa
5,Casuarina littoralis,"She Oak, Black she-oak",Tree,8.0,8-11,,LMH,N,DM,0,0,3,Casuarina torulosa
6,Casuarina oligodon,"She-oak, kilu",Tree,25.0,10-12,M,LMH,N,M,0,0,4,Casuarina torulosa
